"","Date","Time","Receipt.number","Name","Variant","Unit","Quantity","Price..GBP.","Discount..GBP.","Final.price..GBP."
"275",2017-08-03,2017-08-20 08:52:00,7530,"Espresso","",NA,1,2,0,2
"276",2017-08-03,2017-08-20 08:52:00,7530,"Extra Shot","Extra shot",NA,1,0.2,0,0.2
"277",2017-08-03,2017-08-20 08:59:00,7531,"Cappuccino","",NA,1,2.7,0,2.7
"278",2017-08-03,2017-08-20 09:05:00,7532,"Tea","",NA,1,2.5,0,2.5
"279",2017-08-03,2017-08-20 09:11:00,7533,"Flat White","",NA,1,2.7,0,2.7
"280",2017-08-03,2017-08-20 09:28:00,7534,"Macchiato","",NA,1,2.2,0,2.2
"281",2017-08-03,2017-08-20 09:28:00,7534,"Extra Shot","Extra shot",NA,1,0.2,0,0.2
"282",2017-08-03,2017-08-20 09:31:00,7535,"Latte","",NA,1,2.9,0,2.9
"283",2017-08-03,2017-08-20 09:44:00,7536,"Cappuccino","",NA,1,2.7,0,2.7
"284",2017-08-03,2017-08-20 09:44:00,7536,"Pastel De Nata TA","",NA,1,1.8,0,1.8
"285",2017-08-03,2017-08-20 09:58:00,7537,"Flat White","",NA,2,5.4,0,5.4
"286",2017-08-03,2017-08-20 09:58:00,7537,"Milk Alternatives","Coconut",NA,2,1,0,1
"287",2017-08-03,2017-08-20 10:02:00,7538,"Flat White","",NA,1,2.7,0,2.7
"288",2017-08-03,2017-08-20 10:10:00,7539,"Espresso","",NA,1,2,0,2
"289",2017-08-03,2017-08-20 10:27:00,7540,"Americano","",NA,1,2.5,0,2.5
"290",2017-08-03,2017-08-20 10:29:00,7541,"Latte","",NA,1,2.9,0,2.9
"291",2017-08-03,2017-08-20 10:52:00,7542,"Latte","",NA,1,2.9,0.37,2.53
"292",2017-08-03,2017-08-20 10:52:00,7542,"Extra Shot","Extra shot",NA,1,0.2,0.03,0.17
"293",2017-08-03,2017-08-20 11:13:00,7543,"Wrap TA","Chicken",NA,1,3.5,0,3.5
"294",2017-08-03,2017-08-20 11:13:00,7543,"Pain Au Choc TA","Take Away",NA,1,2,0,2
"295",2017-08-03,2017-08-20 11:13:00,7543,"Acqua San Pellegrino","",NA,1,1.5,0,1.5
"296",2017-08-03,2017-08-20 11:15:00,7544,"Toast","Cheese",NA,1,4,0,4
"297",2017-08-03,2017-08-20 11:21:00,7545,"Americano","",NA,1,2.5,0,2.5
"298",2017-08-03,2017-08-20 11:36:00,7546,"Latte","",NA,1,2.9,0,2.9
"299",2017-08-03,2017-08-20 11:36:00,7546,"Flat White","",NA,2,5.4,0,5.4
"300",2017-08-03,2017-08-20 11:37:00,7547,"Latte","",NA,1,2.9,0,2.9
"301",2017-08-03,2017-08-20 11:53:00,7548,"Cappuccino","",NA,1,2.7,0,2.7
"302",2017-08-03,2017-08-20 11:54:00,7549,"Flat White","",NA,1,2.7,0,2.7
"303",2017-08-03,2017-08-20 11:55:00,7550,"Hot Chocolate","",NA,1,2.8,0,2.8
"304",2017-08-03,2017-08-20 12:40:00,7551,"Flat White","",NA,1,2.7,0,2.7
"305",2017-08-03,2017-08-20 12:40:00,7551,"Milk Alternatives","Almond",NA,1,0.5,0,0.5
"306",2017-08-03,2017-08-20 12:46:00,7552,"Latte","",NA,1,2.9,0,2.9
"307",2017-08-03,2017-08-20 13:03:00,7553,"Hot Chocolate","",NA,1,2.8,0,2.8
"308",2017-08-03,2017-08-20 13:03:00,7553,"Salt beef/Pastrami/Pulled Ham TA","",NA,1,5,0,5
"309",2017-08-03,2017-08-20 13:07:00,7554,"Wrap TA","Chicken",NA,2,7,0,7
"310",2017-08-03,2017-08-20 13:07:00,7554,"Acqua Panna","",NA,1,1.5,0,1.5
"311",2017-08-03,2017-08-20 13:07:00,7554,"Flat White","",NA,1,2.7,0,2.7
"312",2017-08-03,2017-08-20 13:31:00,7555,"Flat White","",NA,1,2.7,0,2.7
"313",2017-08-03,2017-08-20 13:35:00,7556,"Latte","",NA,1,2.9,0,2.9
"314",2017-08-03,2017-08-20 13:38:00,7557,"Iced Coffee TA","Americano",NA,1,2.7,0,2.7
"315",2017-08-03,2017-08-20 13:38:00,7557,"Salmon bagel TA","",NA,1,3.7,0,3.7
"316",2017-08-03,2017-08-20 13:39:00,7558,"Latte","",NA,1,2.9,0,2.9
"317",2017-08-03,2017-08-20 13:49:00,7559,"Americano","",NA,1,2.5,0,2.5
"318",2017-08-03,2017-08-20 13:50:00,7560,"Cappuccino","",NA,1,2.7,0,2.7
"319",2017-08-03,2017-08-20 14:00:00,7561,"Cappuccino","",NA,2,5.4,0,5.4
"320",2017-08-03,2017-08-20 14:03:00,7562,"Acqua Panna","",NA,1,1.5,0.22,1.28
"321",2017-08-03,2017-08-20 14:03:00,7562,"Acqua San Pellegrino","",NA,1,1.5,0.23,1.27
"322",2017-08-03,2017-08-20 14:03:00,7562,"Salt beef/Pastrami/Pulled Ham TA","",NA,1,5,0.75,4.25
"323",2017-08-03,2017-08-20 14:03:00,7562,"Wrap TA","Falafel",NA,1,3.5,0.53,2.97
"324",2017-08-03,2017-08-20 14:03:00,7562,"Biscotto","",NA,1,1,0.15,0.85
"325",2017-08-03,2017-08-20 14:09:00,7563,"Biscotto","",NA,1,1,0.15,0.85
"326",2017-08-03,2017-08-20 14:19:00,7564,"Latte","",NA,1,2.9,0,2.9
"327",2017-08-03,2017-08-20 15:16:00,7565,"Americano","",NA,1,2.5,0,2.5
"328",2017-08-03,2017-08-20 15:38:00,7566,"Espresso","",NA,1,2,0.3,1.7
"329",2017-08-03,2017-08-20 15:49:00,7567,"Flat White","",NA,1,2.7,0,2.7
"330",2017-08-03,2017-08-20 15:49:00,7567,"Milk Alternatives","Hazelnut",NA,1,0.5,0,0.5
"331",2017-08-03,2017-08-20 15:49:00,7567,"Chai Latte","",NA,1,3,0,3
"332",2017-08-03,2017-08-20 15:49:00,7567,"Pain Au Choc TA","Take Away",NA,1,2,0,2
"333",2017-08-03,2017-08-20 15:49:00,7567,"Cake TA","Carrot",NA,1,2.8,0,2.8
"334",2017-08-03,2017-08-20 15:49:00,7567,"Fentimans","Lemonade",NA,1,3,0,3
"335",2017-08-03,2017-08-20 16:18:00,7568,"Flat White","",NA,1,2.7,0,2.7
"336",2017-08-03,2017-08-20 16:18:00,7568,"Milk Alternatives","Oatly",NA,1,0.5,0,0.5
"337",2017-08-03,2017-08-20 16:22:00,7569,"Iced Coffee TA","Latte",NA,1,3.1,0,3.1
"338",2017-08-04,2017-08-20 06:04:00,7570,"Flat White","",NA,1,2.7,0,2.7
"339",2017-08-04,2017-08-20 06:16:00,7571,"Acqua Panna","",NA,1,1.5,0,1.5
"340",2017-08-04,2017-08-20 06:31:00,7572,"Iced Coffee TA","Latte",NA,1,3.1,0,3.1
"341",2017-08-04,2017-08-20 06:47:00,7573,"Cappuccino","",NA,1,2.7,0,2.7
"342",2017-08-04,2017-08-20 06:49:00,7574,"Macchiato","",NA,1,2.2,0,2.2
"343",2017-08-04,2017-08-20 07:06:00,7575,"Cappuccino","",NA,1,2.7,0,2.7
"344",2017-08-04,2017-08-20 07:09:00,7576,"Latte","",NA,1,2.9,0,2.9
"345",2017-08-04,2017-08-20 07:09:00,7576,"Milk Alternatives","Soy",NA,1,0.5,0,0.5
"346",2017-08-04,2017-08-20 07:09:00,7576,"","",NA,1,1,0,1
"347",2017-08-04,2017-08-20 07:12:00,7577,"Flat White","",NA,1,2.7,0,2.7
"348",2017-08-04,2017-08-20 07:15:00,7578,"Latte","",NA,1,2.9,0,2.9
"349",2017-08-04,2017-08-20 07:15:00,7578,"Milk Alternatives","Soy",NA,1,0.5,0,0.5
"350",2017-08-04,2017-08-20 07:15:00,7578,"Extra Shot","Extra shot",NA,1,0.2,0,0.2
"351",2017-08-04,2017-08-20 07:15:00,7578,"Almond Croissant TA","Take Away",NA,1,2,0,2
"352",2017-08-04,2017-08-20 07:17:00,7579,"Latte","",NA,1,2.9,0,2.9
"353",2017-08-04,2017-08-20 07:19:00,7580,"Cappuccino","",NA,1,2.7,0,2.7
"354",2017-08-04,2017-08-20 07:19:00,7580,"Almond Croissant TA","Take Away",NA,1,2,0,2
"355",2017-08-04,2017-08-20 07:20:00,7581,"Cake TA","Banana pecan",NA,1,2.8,0,2.8
"356",2017-08-04,2017-08-20 07:25:00,7582,"Americano","",NA,1,2.5,0,2.5
"357",2017-08-04,2017-08-20 07:28:00,7583,"Flat White","",NA,1,2.7,0,2.7
"358",2017-08-04,2017-08-20 07:28:00,7583,"Latte","",NA,1,2.9,0,2.9
"359",2017-08-04,2017-08-20 07:48:00,7584,"Flat White","",NA,4,10.8,0,10.8
"360",2017-08-04,2017-08-20 07:48:00,7584,"Extra Shot","Extra shot",NA,4,0.8,0,0.8
"361",2017-08-04,2017-08-20 07:51:00,7585,"Flat White","",NA,1,2.7,0,2.7
"362",2017-08-04,2017-08-20 07:56:00,7586,"Flat White","",NA,1,2.7,0,2.7
"363",2017-08-04,2017-08-20 07:56:00,7586,"Americano","",NA,1,2.5,0,2.5
"364",2017-08-04,2017-08-20 07:56:00,7586,"Milk Alternatives","Coconut",NA,1,0.5,0,0.5
"365",2017-08-04,2017-08-20 07:57:00,7587,"Flat White","",NA,1,2.7,0,2.7
"366",2017-08-04,2017-08-20 08:01:00,7588,"Espresso","",NA,1,2,0,2
"367",2017-08-04,2017-08-20 08:01:00,7588,"Extra Shot","Extra shot",NA,1,0.2,0,0.2
"368",2017-08-04,2017-08-20 08:02:00,7589,"Flat White","",NA,1,2.7,0,2.7
"369",2017-08-04,2017-08-20 08:04:00,7590,"Flat White","",NA,1,2.7,0,2.7
"370",2017-08-04,2017-08-20 08:04:00,7590,"Milk Alternatives","Coconut",NA,1,0.5,0,0.5
"371",2017-08-04,2017-08-20 08:04:00,7590,"Croissant Filled TA","",NA,1,3,0,3
"372",2017-08-04,2017-08-20 08:04:00,7590,"Acqua San Pellegrino","",NA,1,1.5,0,1.5
"373",2017-08-04,2017-08-20 08:05:00,7591,"Flat White","",NA,1,2.7,0,2.7
"374",2017-08-04,2017-08-20 08:05:00,7591,"Extra Shot","Extra shot",NA,1,0.2,0,0.2
"375",2017-08-04,2017-08-20 08:13:00,7592,"Latte","",NA,1,2.9,0,2.9
"376",2017-08-04,2017-08-20 08:17:00,7593,"Flat White","",NA,1,2.7,0,2.7
"377",2017-08-04,2017-08-20 08:17:00,7593,"Croissant Filled TA","",NA,1,3,0,3
"378",2017-08-04,2017-08-20 08:28:00,7594,"Flat White","",NA,1,2.7,0,2.7
"379",2017-08-04,2017-08-20 08:35:00,7595,"Cappuccino","",NA,1,2.7,0,2.7
"380",2017-08-04,2017-08-20 08:36:00,7596,"Acqua Panna","",NA,1,1.5,0,1.5
"381",2017-08-04,2017-08-20 08:36:00,7596,"Croissant TA","Take Away",NA,1,1.5,0,1.5
"382",2017-08-04,2017-08-20 08:46:00,7597,"Espresso","",NA,1,2,0.3,1.7
"383",2017-08-04,2017-08-20 08:46:00,7597,"Pastel De Nata TA","",NA,1,1.8,0.27,1.53
"384",2017-08-04,2017-08-20 08:47:00,7598,"Salmon bagel TA","",NA,1,3.7,0,3.7
"385",2017-08-04,2017-08-20 08:47:00,7598,"","",NA,1,1,0,1
"386",2017-08-04,2017-08-20 08:54:00,7599,"Americano","",NA,1,2.5,0,2.5
"387",2017-08-04,2017-08-20 08:56:00,7600,"Cappuccino","",NA,1,2.7,0,2.7
"388",2017-08-04,2017-08-20 08:58:00,7601,"Cappuccino","",NA,1,2.7,0,2.7
"389",2017-08-04,2017-08-20 09:06:00,7602,"Flat White","",NA,1,2.7,0,2.7
"390",2017-08-04,2017-08-20 09:06:00,7602,"Milk Alternatives","Almond",NA,1,0.5,0,0.5
"391",2017-08-04,2017-08-20 09:06:00,7602,"Croissant TA","Take Away",NA,4,6,0,6
"392",2017-08-04,2017-08-20 09:06:00,7602,"Almond Croissant TA","Take Away",NA,2,4,0,4
"393",2017-08-04,2017-08-20 09:06:00,7602,"Pain Au Choc TA","Take Away",NA,2,4,0,4
"394",2017-08-04,2017-08-20 09:07:00,7603,"Cappuccino","",NA,1,2.7,0,2.7
"395",2017-08-04,2017-08-20 09:07:00,7604,"Espresso","",NA,1,2,0,2
"396",2017-08-04,2017-08-20 09:07:00,7604,"Extra Shot","Extra shot",NA,1,0.2,0,0.2
"397",2017-08-04,2017-08-20 09:13:00,7605,"Latte","",NA,1,2.9,0,2.9
"398",2017-08-04,2017-08-20 09:13:00,7606,"Latte","",NA,1,2.9,0,2.9
"399",2017-08-04,2017-08-20 09:21:00,7607,"Americano","",NA,1,2.5,0,2.5
"400",2017-08-04,2017-08-20 09:23:00,7608,"Pastel De Nata TA","",NA,2,3.6,0,3.6
"401",2017-08-04,2017-08-20 09:23:00,7608,"Frappè TA","",NA,1,3.5,0,3.5
"402",2017-08-04,2017-08-20 09:23:00,7608,"Milk Alternatives","Almond",NA,1,0.5,0,0.5
"403",2017-08-04,2017-08-20 09:23:00,7609,"Flat White","",NA,1,2.7,0,2.7
"404",2017-08-04,2017-08-20 09:24:00,7610,"Flat White","",NA,1,2.7,0,2.7
"405",2017-08-04,2017-08-20 09:24:00,7611,"Iced Coffee TA","Americano",NA,1,2.7,0,2.7
"406",2017-08-04,2017-08-20 09:27:00,7612,"Latte","",NA,1,2.9,0,2.9
"407",2017-08-04,2017-08-20 09:38:00,7613,"Latte","",NA,1,2.9,0,2.9
"408",2017-08-04,2017-08-20 09:38:00,7613,"Milk Alternatives","Hazelnut",NA,1,0.5,0,0.5
"409",2017-08-04,2017-08-20 09:39:00,7614,"Biscotto","",NA,1,1,0,1
"410",2017-08-04,2017-08-20 09:40:00,7615,"Tea","",NA,1,2.5,0,2.5
"411",2017-08-04,2017-08-20 09:44:00,7616,"Cappuccino","",NA,1,2.7,0,2.7
"412",2017-08-04,2017-08-20 09:44:00,7616,"Pain Au Choc TA","Take Away",NA,1,2,0,2
"413",2017-08-04,2017-08-20 09:58:00,7617,"Flat White","",NA,1,2.7,0,2.7
"414",2017-08-04,2017-08-20 09:58:00,7617,"Milk Alternatives","Soy",NA,1,0.5,0,0.5
"415",2017-08-04,2017-08-20 10:06:00,7618,"Cappuccino","",NA,1,2.7,0,2.7
"416",2017-08-04,2017-08-20 10:06:00,7618,"Pastel De Nata TA","",NA,1,1.8,0,1.8
"417",2017-08-04,2017-08-20 10:07:00,7619,"Macchiato","",NA,1,2.2,0,2.2
"418",2017-08-04,2017-08-20 10:07:00,7619,"Pastel De Nata TA","",NA,1,1.8,0,1.8
"419",2017-08-04,2017-08-20 10:11:00,7620,"Espresso","",NA,1,2,0,2
"420",2017-08-04,2017-08-20 10:23:00,7621,"Americano","",NA,1,2.5,0,2.5
"421",2017-08-04,2017-08-20 10:26:00,7622,"Flat White","",NA,1,2.7,0,2.7
"422",2017-08-04,2017-08-20 10:26:00,7622,"Acqua San Pellegrino","",NA,1,1.5,0,1.5
"423",2017-08-04,2017-08-20 10:27:00,7623,"Espresso","",NA,1,2,0,2
"424",2017-08-04,2017-08-20 10:27:00,7623,"Extra Shot","Extra shot",NA,1,0.2,0,0.2
"425",2017-08-04,2017-08-20 10:34:00,7624,"Americano","",NA,1,2.5,0,2.5
"426",2017-08-04,2017-08-20 10:54:00,7625,"Toast","Bacon",NA,1,4.5,0,4.5
"427",2017-08-04,2017-08-20 10:54:00,7625,"Americano","",NA,1,2.5,0,2.5
"428",2017-08-04,2017-08-20 10:55:00,7626,"Cold Drip TA","",NA,1,3.2,0,3.2
"429",2017-08-04,2017-08-20 10:55:00,7626,"Cake TA","Banana pecan",NA,1,2.8,0,2.8
"430",2017-08-04,2017-08-20 10:57:00,7627,"Flat White","",NA,1,2.7,0,2.7
"431",2017-08-04,2017-08-20 10:57:00,7627,"Flapjack TA","",NA,1,2,0,2
"432",2017-08-04,2017-08-20 10:59:00,7628,"Brownie TA","",NA,1,2.2,0,2.2
"433",2017-08-04,2017-08-20 11:04:00,7629,"Cappuccino","",NA,1,2.7,0,2.7
"434",2017-08-04,2017-08-20 11:04:00,7629,"Flat White","",NA,1,2.7,0,2.7
"435",2017-08-04,2017-08-20 11:04:00,7629,"Milk Alternatives","Soy",NA,1,0.5,0,0.5
"436",2017-08-04,2017-08-20 11:04:00,7629,"Americano","",NA,2,5,0,5
"437",2017-08-04,2017-08-20 11:04:00,7630,"Pain Au Choc TA","Take Away",NA,1,2,0,2
"438",2017-08-04,2017-08-20 11:05:00,7631,"Acqua Panna","",NA,1,1.5,0,1.5
"439",2017-08-04,2017-08-20 11:45:00,7632,"Latte","",NA,1,2.9,0,2.9
"440",2017-08-04,2017-08-20 11:45:00,7632,"Milk Alternatives","Almond",NA,1,0.5,0,0.5
"441",2017-08-04,2017-08-20 11:49:00,7633,"Flat White","",NA,1,2.7,0,2.7
"442",2017-08-04,2017-08-20 12:03:00,7634,"Cappuccino","",NA,1,2.7,0,2.7
"443",2017-08-04,2017-08-20 12:53:00,7635,"Macchiato","",NA,1,2.2,0,2.2
"444",2017-08-04,2017-08-20 13:08:00,7636,"Latte","",NA,1,2.9,0.44,2.46
"445",2017-08-04,2017-08-20 13:35:00,7637,"Flat White","",NA,1,2.7,0,2.7
"446",2017-08-04,2017-08-20 13:37:00,7638,"Iced Coffee TA","Americano",NA,1,2.7,0,2.7
"447",2017-08-04,2017-08-20 13:37:00,7638,"Wrap TA","Chicken",NA,1,3.5,0,3.5
"448",2017-08-04,2017-08-20 13:41:00,7639,"Wrap TA","Chicken",NA,2,7,1.05,5.95
"449",2017-08-04,2017-08-20 13:41:00,7639,"Pastel De Nata TA","",NA,1,1.8,0.27,1.53
"450",2017-08-04,2017-08-20 13:41:00,7639,"Cake TA","Caprese",NA,1,2.8,0.42,2.38
"451",2017-08-04,2017-08-20 13:41:00,7639,"Espresso","",NA,1,2,0.3,1.7
"452",2017-08-04,2017-08-20 13:41:00,7639,"Flat White","",NA,1,2.7,0.4,2.3
"453",2017-08-04,2017-08-20 13:41:00,7639,"Acqua San Pellegrino","",NA,1,1.5,0.23,1.27
"454",2017-08-04,2017-08-20 13:49:00,7640,"Americano","",NA,1,2.5,0,2.5
"455",2017-08-04,2017-08-20 13:56:00,7641,"Tea","",NA,1,2.5,0,2.5
"456",2017-08-04,2017-08-20 13:56:00,7641,"Iced Coffee TA","Latte",NA,1,3.1,0,3.1
"457",2017-08-04,2017-08-20 13:56:00,7641,"Cake TA","Caprese",NA,1,2.8,0,2.8
"458",2017-08-04,2017-08-20 14:00:00,7642,"Flat White","",NA,1,2.7,0,2.7
"459",2017-08-04,2017-08-20 14:00:00,7642,"Milk Alternatives","Oatly",NA,1,0.5,0,0.5
"460",2017-08-04,2017-08-20 14:36:00,7643,"Cappuccino","",NA,2,5.4,0,5.4
"461",2017-08-04,2017-08-20 14:36:00,7643,"Milk Alternatives","Oatly",NA,2,1,0,1
"462",2017-08-04,2017-08-20 14:59:00,7644,"Espresso","",NA,1,2,0,2
"463",2017-08-04,2017-08-20 15:33:00,7645,"Acqua San Pellegrino","",NA,1,1.5,0,1.5
"464",2017-08-04,2017-08-20 15:40:00,7646,"Americano","",NA,1,2.5,0,2.5
"465",2017-08-04,2017-08-20 15:42:00,7647,"Cappuccino","",NA,1,2.7,0,2.7
"466",2017-08-04,2017-08-20 15:51:00,7648,"Americano","",NA,1,2.5,0,2.5
"467",2017-08-04,2017-08-20 15:55:00,7649,"Latte","",NA,1,2.9,1.45,1.45
"468",2017-08-04,2017-08-20 16:09:00,7650,"Daily Dose","Piccolo",NA,1,3.9,0,3.9
"469",2017-08-04,2017-08-20 16:09:00,7650,"Wrap TA","Chicken",NA,1,3.5,0,3.5
"470",2017-08-04,2017-08-20 16:51:00,7651,"Cappuccino","",NA,1,2.7,0,2.7
"471",2017-08-04,2017-08-20 17:08:00,7652,"Frappè TA","",NA,1,3.5,0,3.5
"472",2017-08-04,2017-08-20 17:08:00,7652,"Milk Alternatives","Hazelnut",NA,1,0.5,0,0.5
"473",2017-08-04,2017-08-20 17:41:00,7653,"Diemme Aromatica","1 kg",NA,1,20,0,20
"474",2017-08-05,2017-08-20 07:42:00,7654,"Latte","",NA,1,2.9,0,2.9
"475",2017-08-05,2017-08-20 07:42:00,7654,"Extra Shot","Extra shot",NA,1,0.2,0,0.2
"476",2017-08-05,2017-08-20 07:43:00,7655,"Americano","",NA,1,2.5,0,2.5
"477",2017-08-05,2017-08-20 07:44:00,7656,"Cake TA","Caprese",NA,1,2.8,0,2.8
"478",2017-08-05,2017-08-20 07:46:00,7657,"Flat White","",NA,1,2.7,0,2.7
"479",2017-08-05,2017-08-20 07:58:00,7658,"Latte","",NA,1,2.9,0,2.9
"480",2017-08-05,2017-08-20 07:58:00,7658,"Espresso","",NA,1,2,0,2
"481",2017-08-05,2017-08-20 07:58:00,7658,"Extra Shot","Extra shot",NA,1,0.2,0,0.2
"482",2017-08-05,2017-08-20 08:15:00,7659,"Latte","",NA,1,2.9,0,2.9
"483",2017-08-05,2017-08-20 08:15:00,7659,"Milk Alternatives","Almond",NA,1,0.5,0,0.5
"484",2017-08-05,2017-08-20 08:21:00,7660,"Cappuccino","",NA,1,2.7,0,2.7
"485",2017-08-05,2017-08-20 08:21:00,7661,"Macchiato","",NA,2,4.4,0,4.4
"486",2017-08-05,2017-08-20 08:21:00,7661,"Extra Shot","Extra shot",NA,2,0.4,0,0.4
"487",2017-08-05,2017-08-20 08:24:00,7662,"Cappuccino","",NA,1,2.7,0,2.7
"488",2017-08-05,2017-08-20 08:24:00,7662,"Pastel De Nata TA","",NA,2,3.6,0,3.6
"489",2017-08-05,2017-08-20 08:25:00,7663,"Espresso","",NA,2,4,0,4
"490",2017-08-05,2017-08-20 08:53:00,7664,"Cappuccino","",NA,1,2.7,0,2.7
"491",2017-08-05,2017-08-20 08:53:00,7664,"Milk Alternatives","Soy",NA,1,0.5,0,0.5
"492",2017-08-05,2017-08-20 09:00:00,7665,"Flat White","",NA,1,2.7,0,2.7
"493",2017-08-05,2017-08-20 09:00:00,7665,"Milk Alternatives","Oatly",NA,1,0.5,0,0.5
"494",2017-08-05,2017-08-20 09:00:00,7665,"Daily Dose","Piccolo",NA,1,3.9,0,3.9
"495",2017-08-05,2017-08-20 09:11:00,7666,"Flat White","",NA,2,5.4,0,5.4
"496",2017-08-05,2017-08-20 09:25:00,7667,"Latte","",NA,1,2.9,0,2.9
"497",2017-08-05,2017-08-20 09:28:00,7668,"Espresso","",NA,1,2,0,2
"498",2017-08-05,2017-08-20 09:28:00,7668,"Breakfast Bun TA","Take Away",NA,1,4.7,0,4.7
"499",2017-08-05,2017-08-20 09:33:00,7669,"Americano","",NA,1,2.5,0,2.5
"500",2017-08-05,2017-08-20 09:33:00,7669,"Almond Croissant TA","Take Away",NA,1,2,0,2
"501",2017-08-05,2017-08-20 09:34:00,7670,"Cappuccino","",NA,2,5.4,0,5.4
"502",2017-08-05,2017-08-20 09:34:00,7670,"Milk Alternatives","Oatly",NA,2,1,0,1
"503",2017-08-05,2017-08-20 09:34:00,7670,"Croissant TA","Take Away",NA,1,1.5,0,1.5
"504",2017-08-05,2017-08-20 09:34:00,7670,"Acqua San Pellegrino","",NA,1,1.5,0,1.5
"505",2017-08-05,2017-08-20 09:39:00,7671,"Latte","",NA,2,5.8,0,5.8
"506",2017-08-05,2017-08-20 09:39:00,7671,"Milk Alternatives","Hazelnut",NA,2,1,0,1
"507",2017-08-05,2017-08-20 09:48:00,7672,"Flat White","",NA,1,2.7,0,2.7
"508",2017-08-05,2017-08-20 09:48:00,7672,"Americano","",NA,1,2.5,0,2.5
"509",2017-08-05,2017-08-20 09:48:00,7672,"Pain Au Choc TA","Take Away",NA,1,2,0,2
"510",2017-08-05,2017-08-20 09:50:00,7673,"Flat White","",NA,1,2.7,0,2.7
"511",2017-08-05,2017-08-20 10:01:00,7674,"Cappuccino","",NA,1,2.7,0,2.7
"512",2017-08-05,2017-08-20 10:01:00,7674,"Croissant TA","Take Away",NA,1,1.5,0,1.5
"513",2017-08-05,2017-08-20 10:04:00,7675,"Tea","",NA,1,2.5,0,2.5
"514",2017-08-05,2017-08-20 10:14:00,7676,"Latte","",NA,1,2.9,0,2.9
"515",2017-08-05,2017-08-20 10:18:00,7677,"Macchiato","",NA,1,2.2,0,2.2
"516",2017-08-05,2017-08-20 10:18:00,7677,"Pastel De Nata TA","",NA,1,1.8,0,1.8
"517",2017-08-05,2017-08-20 10:25:00,7678,"Cappuccino","",NA,2,5.4,0,5.4
"518",2017-08-05,2017-08-20 10:25:00,7678,"Milk Alternatives","Oatly",NA,1,0.5,0,0.5
"519",2017-08-05,2017-08-20 10:25:00,7678,"Flapjack TA","",NA,1,2,0,2
"520",2017-08-05,2017-08-20 10:32:00,7679,"Latte","",NA,1,2.9,0,2.9
"521",2017-08-05,2017-08-20 10:44:00,7680,"Flat White","",NA,1,2.7,0,2.7
"522",2017-08-05,2017-08-20 10:48:00,7681,"Mocha","",NA,1,3.1,0,3.1
"523",2017-08-05,2017-08-20 10:48:00,7681,"Almond Croissant TA","Take Away",NA,1,2,0,2
"524",2017-08-05,2017-08-20 10:48:00,7681,"Toast","Bacon",NA,1,4.5,0,4.5
"525",2017-08-05,2017-08-20 10:48:00,7681,"Americano","",NA,1,2.5,0,2.5
"526",2017-08-05,2017-08-20 10:57:00,7682,"Flat White","",NA,1,2.7,0,2.7
"527",2017-08-05,2017-08-20 11:11:00,7683,"Macchiato","",NA,1,2.2,0,2.2
"528",2017-08-05,2017-08-20 11:11:00,7684,"Cappuccino","",NA,1,2.7,0,2.7
"529",2017-08-05,2017-08-20 11:11:00,7684,"Toast","Bacon",NA,1,4.5,0,4.5
"530",2017-08-05,2017-08-20 11:11:00,7684,"Croissant TA","Take Away",NA,1,1.5,0,1.5
"531",2017-08-05,2017-08-20 11:14:00,7685,"Americano","",NA,1,2.5,0,2.5
"532",2017-08-05,2017-08-20 11:14:00,7685,"Latte","",NA,1,2.9,0,2.9
"533",2017-08-05,2017-08-20 11:14:00,7685,"Toast","Bacon",NA,2,9,0,9
"534",2017-08-05,2017-08-20 11:21:00,7686,"Cappuccino","",NA,1,2.7,0,2.7
"535",2017-08-05,2017-08-20 11:21:00,7686,"Pain Au Choc TA","Take Away",NA,1,2,0,2
"536",2017-08-05,2017-08-20 11:27:00,7687,"Tea","",NA,1,2.5,0,2.5
"537",2017-08-05,2017-08-20 11:27:00,7687,"Salmon bagel TA","",NA,1,3.7,0,3.7
"538",2017-08-05,2017-08-20 11:27:00,7688,"Flat White","",NA,1,2.7,0,2.7
"539",2017-08-05,2017-08-20 11:27:00,7688,"Toast","Bacon",NA,1,4.5,0,4.5
"540",2017-08-05,2017-08-20 11:27:00,7689,"Latte","",NA,2,5.8,0,5.8
"541",2017-08-05,2017-08-20 11:33:00,7690,"Cold Drip TA","",NA,1,3.2,0,3.2
"542",2017-08-05,2017-08-20 11:34:00,7691,"Mocha","",NA,1,3.1,0,3.1
"543",2017-08-05,2017-08-20 11:34:00,7691,"Cappuccino","",NA,1,2.7,0,2.7
"544",2017-08-05,2017-08-20 11:34:00,7691,"Cake TA","Carrot",NA,2,5.6,0,5.6
"545",2017-08-05,2017-08-20 11:34:00,7691,"Wrap TA","Falafel",NA,1,3.5,0,3.5
"546",2017-08-05,2017-08-20 11:51:00,7692,"Acqua Panna","",NA,1,1.5,0,1.5
"547",2017-08-05,2017-08-20 11:51:00,7692,"Cake TA","Carrot",NA,1,2.8,0,2.8
"548",2017-08-05,2017-08-20 11:51:00,7692,"Pain Au Choc TA","Take Away",NA,1,2,0,2
"549",2017-08-05,2017-08-20 11:51:00,7692,"Espresso","",NA,1,2,0,2
"550",2017-08-05,2017-08-20 11:56:00,7693,"","",NA,1,3.15,0,3.15
